Market,State,Target,Keyword,Signal Strength,Legal Note,Search Query,Google Search URL
"Memphis, TN",TN,38109,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""38109""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2238109%22
"Memphis, TN",TN,38109,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""38109""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2238109%22
"Memphis, TN",TN,38109,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""38109""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2238109%22
"Memphis, TN",TN,38109,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""38109""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2238109%22
"Memphis, TN",TN,38111,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2238111%22
"Memphis, TN",TN,38111,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2238111%22
"Memphis, TN",TN,38111,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2238111%22
"Memphis, TN",TN,38111,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2238111%22
"Memphis, TN",TN,38111,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2238111%22
"Memphis, TN",TN,38111,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2238111%22
"Memphis, TN",TN,38111,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2238111%22
"Memphis, TN",TN,38111,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2238111%22
"Memphis, TN",TN,38111,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2238111%22
"Memphis, TN",TN,38111,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2238111%22
"Memphis, TN",TN,38111,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2238111%22
"Memphis, TN",TN,38111,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2238111%22
"Memphis, TN",TN,38111,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2238111%22
"Memphis, TN",TN,38111,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2238111%22
"Memphis, TN",TN,38111,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""38111""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2238111%22
"Memphis, TN",TN,38114,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2238114%22
"Memphis, TN",TN,38114,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2238114%22
"Memphis, TN",TN,38114,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2238114%22
"Memphis, TN",TN,38114,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2238114%22
"Memphis, TN",TN,38114,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2238114%22
"Memphis, TN",TN,38114,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2238114%22
"Memphis, TN",TN,38114,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2238114%22
"Memphis, TN",TN,38114,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2238114%22
"Memphis, TN",TN,38114,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2238114%22
"Memphis, TN",TN,38114,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2238114%22
"Memphis, TN",TN,38114,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2238114%22
"Memphis, TN",TN,38114,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2238114%22
"Memphis, TN",TN,38114,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2238114%22
"Memphis, TN",TN,38114,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2238114%22
"Memphis, TN",TN,38114,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""38114""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2238114%22
"Memphis, TN",TN,38127,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2238127%22
"Memphis, TN",TN,38127,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2238127%22
"Memphis, TN",TN,38127,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2238127%22
"Memphis, TN",TN,38127,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2238127%22
"Memphis, TN",TN,38127,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2238127%22
"Memphis, TN",TN,38127,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2238127%22
"Memphis, TN",TN,38127,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2238127%22
"Memphis, TN",TN,38127,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2238127%22
"Memphis, TN",TN,38127,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2238127%22
"Memphis, TN",TN,38127,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2238127%22
"Memphis, TN",TN,38127,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2238127%22
"Memphis, TN",TN,38127,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2238127%22
"Memphis, TN",TN,38127,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2238127%22
"Memphis, TN",TN,38127,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2238127%22
"Memphis, TN",TN,38127,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""38127""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2238127%22
"St. Louis, MO",MO,"St. Louis, MO",fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,"St. Louis, MO",needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""St. Louis, MO""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%22St.+Louis%2C+MO%22
"St. Louis, MO",MO,63106,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2263106%22
"St. Louis, MO",MO,63106,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2263106%22
"St. Louis, MO",MO,63106,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2263106%22
"St. Louis, MO",MO,63106,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2263106%22
"St. Louis, MO",MO,63106,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2263106%22
"St. Louis, MO",MO,63106,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2263106%22
"St. Louis, MO",MO,63106,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2263106%22
"St. Louis, MO",MO,63106,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2263106%22
"St. Louis, MO",MO,63106,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2263106%22
"St. Louis, MO",MO,63106,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2263106%22
"St. Louis, MO",MO,63106,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2263106%22
"St. Louis, MO",MO,63106,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2263106%22
"St. Louis, MO",MO,63106,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2263106%22
"St. Louis, MO",MO,63106,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2263106%22
"St. Louis, MO",MO,63106,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""63106""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2263106%22
"St. Louis, MO",MO,63107,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2263107%22
"St. Louis, MO",MO,63107,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2263107%22
"St. Louis, MO",MO,63107,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2263107%22
"St. Louis, MO",MO,63107,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2263107%22
"St. Louis, MO",MO,63107,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2263107%22
"St. Louis, MO",MO,63107,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2263107%22
"St. Louis, MO",MO,63107,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2263107%22
"St. Louis, MO",MO,63107,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2263107%22
"St. Louis, MO",MO,63107,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2263107%22
"St. Louis, MO",MO,63107,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2263107%22
"St. Louis, MO",MO,63107,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2263107%22
"St. Louis, MO",MO,63107,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2263107%22
"St. Louis, MO",MO,63107,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2263107%22
"St. Louis, MO",MO,63107,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2263107%22
"St. Louis, MO",MO,63107,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""63107""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2263107%22
"St. Louis, MO",MO,63113,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2263113%22
"St. Louis, MO",MO,63113,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2263113%22
"St. Louis, MO",MO,63113,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2263113%22
"St. Louis, MO",MO,63113,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2263113%22
"St. Louis, MO",MO,63113,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2263113%22
"St. Louis, MO",MO,63113,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2263113%22
"St. Louis, MO",MO,63113,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2263113%22
"St. Louis, MO",MO,63113,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2263113%22
"St. Louis, MO",MO,63113,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2263113%22
"St. Louis, MO",MO,63113,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2263113%22
"St. Louis, MO",MO,63113,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2263113%22
"St. Louis, MO",MO,63113,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2263113%22
"St. Louis, MO",MO,63113,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2263113%22
"St. Louis, MO",MO,63113,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2263113%22
"St. Louis, MO",MO,63113,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""63113""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2263113%22
"St. Louis, MO",MO,63115,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2263115%22
"St. Louis, MO",MO,63115,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2263115%22
"St. Louis, MO",MO,63115,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2263115%22
"St. Louis, MO",MO,63115,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2263115%22
"St. Louis, MO",MO,63115,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2263115%22
"St. Louis, MO",MO,63115,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2263115%22
"St. Louis, MO",MO,63115,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2263115%22
"St. Louis, MO",MO,63115,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2263115%22
"St. Louis, MO",MO,63115,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2263115%22
"St. Louis, MO",MO,63115,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2263115%22
"St. Louis, MO",MO,63115,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2263115%22
"St. Louis, MO",MO,63115,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2263115%22
"St. Louis, MO",MO,63115,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2263115%22
"St. Louis, MO",MO,63115,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2263115%22
"St. Louis, MO",MO,63115,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""63115""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2263115%22
"St. Louis, MO",MO,63118,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2263118%22
"St. Louis, MO",MO,63118,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2263118%22
"St. Louis, MO",MO,63118,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2263118%22
"St. Louis, MO",MO,63118,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2263118%22
"St. Louis, MO",MO,63118,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2263118%22
"St. Louis, MO",MO,63118,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2263118%22
"St. Louis, MO",MO,63118,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2263118%22
"St. Louis, MO",MO,63118,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2263118%22
"St. Louis, MO",MO,63118,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2263118%22
"St. Louis, MO",MO,63118,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2263118%22
"St. Louis, MO",MO,63118,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2263118%22
"St. Louis, MO",MO,63118,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2263118%22
"St. Louis, MO",MO,63118,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2263118%22
"St. Louis, MO",MO,63118,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2263118%22
"St. Louis, MO",MO,63118,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""63118""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2263118%22
"St. Louis, MO",MO,63120,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""63120""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2263120%22
